"Brewery_id","Brewery_Name","City","State","Beer_Name","Beer_ID","ABV","IBU","Style","Ounces"
198,"Burnside Brewing Co.","Portland","OR","Couch Select Lager",2196,0.05,14,"American Pale Lager",12
199,"Hop Valley Brewing Company","Springfield","OR","541 American Lager",1354,0.048,13,"American Pale Lager",12
199,"Hop Valley Brewing Company","Springfield","OR","Festeroo Winter Ale",1605,0.078,60,"American Strong Ale",12
199,"Hop Valley Brewing Company","Springfield","OR","Double D Blonde (2011)",498,0.049,20,"American Blonde Ale",12
199,"Hop Valley Brewing Company","Springfield","OR","Alphadelic IPA (2011)",499,0.065,90,"American IPA",12
199,"Hop Valley Brewing Company","Springfield","OR","Proxima IPA",1543,0.063,70,"American IPA",12
199,"Hop Valley Brewing Company","Springfield","OR","Double D Blonde",2195,0.049,20,"American Blonde Ale",12
199,"Hop Valley Brewing Company","Springfield","OR","Double D Blonde (2013)",1390,0.049,20,"American Blonde Ale",12
199,"Hop Valley Brewing Company","Springfield","OR","Alphadelic IPA",1353,0.065,90,"American IPA",12
200,"Worthy Brewing Company","Bend","OR","Worthy IPA",2194,0.069,69,"American IPA",12
200,"Worthy Brewing Company","Bend","OR","Lights Out Vanilla Cream Extra Stout",1513,0.077,30,"American Double / Imperial IPA",12
200,"Worthy Brewing Company","Bend","OR","Worthy IPA (2013)",1512,0.069,69,"American IPA",12
200,"Worthy Brewing Company","Bend","OR","Worthy Pale",1511,0.06,50,"American Pale Ale (APA)",12
200,"Worthy Brewing Company","Bend","OR","Easy Day Kolsch",1514,0.045,25,"Kölsch",12
201,"Occidental Brewing Company","Portland","OR","Occidental Hefeweizen",2192,0.047,NA,"American Pale Wheat Ale",16
201,"Occidental Brewing Company","Portland","OR","Occidental Altbier",1129,0.05,NA,"Altbier",16
201,"Occidental Brewing Company","Portland","OR","Occidental Kölsch",1081,0.045,NA,"Kölsch",16
201,"Occidental Brewing Company","Portland","OR","Occidental Dunkel",1130,0.051,NA,"Dunkelweizen",16
202,"Fearless Brewing Company","Estacada","OR","Mjolnir Imperial IPA",682,0.069,NA,"American Double / Imperial IPA",16
202,"Fearless Brewing Company","Estacada","OR","Loki Red Ale",2191,0.075,53,"American Amber / Red Ale",16
202,"Fearless Brewing Company","Estacada","OR","Fearless Scottish Ale",112,0.05,NA,"Scottish Ale",16
202,"Fearless Brewing Company","Estacada","OR","Quaff India Style Session Ale",1022,0.051,NA,"American IPA",16
202,"Fearless Brewing Company","Estacada","OR","Loki Red Ale (2013)",895,0.075,53,"American Amber / Red Ale",16
202,"Fearless Brewing Company","Estacada","OR","Peaches & Cream",1731,0.046,NA,"Fruit / Vegetable Beer",16
203,"Upland Brewing Company","Bloomington","IN","Dragonfly IPA",1950,0.06,NA,"American IPA",16
203,"Upland Brewing Company","Bloomington","IN","Campside Session IPA",2190,0.045,50,"American IPA",16
203,"Upland Brewing Company","Bloomington","IN","Upland Wheat Ale",1951,0.045,15,"Witbier",16
204,"Mehana Brewing Co.","Hilo","HI","Hawaiian Crow Porter",2178,0.052,27,"American Porter",12
204,"Mehana Brewing Co.","Hilo","HI","Tsunami IPA",2185,0.072,75,"American IPA",12
204,"Mehana Brewing Co.","Hilo","HI","Tsunami IPA",2186,0.072,75,"American IPA",19.2
204,"Mehana Brewing Co.","Hilo","HI","Volcano Red Ale",2177,0.052,23,"American Amber / Red Ale",12
204,"Mehana Brewing Co.","Hilo","HI","Humpback Blonde Ale",2184,0.042,22,"American Blonde Ale",12
204,"Mehana Brewing Co.","Hilo","HI","Mauna Kea Pale Ale",2176,0.054,42,"American Pale Ale (APA)",12
205,"Hawai'i Nui Brewing Co.","Hilo","HI","Hapa Brown Ale",2180,0.064,NA,"American Brown Ale",12
205,"Hawai'i Nui Brewing Co.","Hilo","HI","Southern Cross",2179,0.083,NA,"Flanders Red Ale",19.2
205,"Hawai'i Nui Brewing Co.","Hilo","HI","Kaua'i Golden Ale",2183,0.049,NA,"American Blonde Ale",12
205,"Hawai'i Nui Brewing Co.","Hilo","HI","Hapa Brown Ale",2181,0.064,NA,"American Brown Ale",19.2
205,"Hawai'i Nui Brewing Co.","Hilo","HI","Sunset Amber",2182,0.054,NA,"American Pale Ale (APA)",12
206,"People's Brewing Company","Lafayette","IN","Farmer's Daughter Wheat",1956,0.042,NA,"American Pale Wheat Ale",12
206,"People's Brewing Company","Lafayette","IN","People's Pilsner",1794,0.045,NA,"German Pilsener",12
206,"People's Brewing Company","Lafayette","IN","Amazon Princess IPA",2168,0.062,62,"American IPA",12
206,"People's Brewing Company","Lafayette","IN","Mound Builder IPA",2175,0.065,77,"American IPA",12
207,"Fort George Brewery","Astoria","OR","The Optimist",2171,0.062,NA,"American IPA",12
207,"Fort George Brewery","Astoria","OR","3-Way IPA (2013)",1515,0.067,NA,"American IPA",16
207,"Fort George Brewery","Astoria","OR","Tender Loving Empire NWPA",1214,0.058,NA,"American Pale Ale (APA)",16
207,"Fort George Brewery","Astoria","OR","Cavatica Stout",552,0.088,NA,"American Double / Imperial Stout",16
207,"Fort George Brewery","Astoria","OR","1811 Lager",319,0.051,NA,"American Amber / Red Lager",16
207,"Fort George Brewery","Astoria","OR","Vortex IPA",318,0.074,97,"American IPA",16
207,"Fort George Brewery","Astoria","OR","Sunrise Oatmeal Pale Ale",562,0.055,NA,"American Pale Ale (APA)",16
207,"Fort George Brewery","Astoria","OR","Quick Wit Belgianesque Ale",674,0.052,NA,"Witbier",16
207,"Fort George Brewery","Astoria","OR","Quick WIT",2172,0.052,NA,"Belgian Pale Ale",12
207,"Fort George Brewery","Astoria","OR","Next Adventure Black IPA",1566,0.062,NA,"American Black Ale",16
207,"Fort George Brewery","Astoria","OR","Suicide Squeeze IPA",1911,0.045,NA,"American IPA",16
207,"Fort George Brewery","Astoria","OR","Java the Hop",1803,0.065,NA,"American IPA",16
208,"Branchline Brewing Company","San Antonio","TX","Evil Owl",2167,0.052,40,"American Amber / Red Ale",12
209,"Kalona Brewing Company","Kalona","IA","Lewbricator Wheat Dopplebock ",2162,0.075,24,"Doppelbock",12
209,"Kalona Brewing Company","Kalona","IA","Sucha Much IPA",2163,0.071,NA,"American IPA",12
210,"Modern Times Beer","San Diego","CA","Lomaland",1495,0.055,30,"Saison / Farmhouse Ale",16
210,"Modern Times Beer","San Diego","CA","Booming Rollers",2157,0.068,75,"American IPA",16
210,"Modern Times Beer","San Diego","CA","Fortunate Islands",1494,0.047,46,"American Pale Wheat Ale",16
210,"Modern Times Beer","San Diego","CA","City of the Sun",2159,0.075,85,"American IPA",16
210,"Modern Times Beer","San Diego","CA","Oneida",2156,0.052,50,"American Pale Ale (APA)",16
210,"Modern Times Beer","San Diego","CA","Blazing World",1492,0.065,115,"American Amber / Red Ale",16
210,"Modern Times Beer","San Diego","CA","Aurora ",2154,0.067,75,"American Amber / Red Ale",16
210,"Modern Times Beer","San Diego","CA","Black House",1493,0.058,40,"American Stout",16
211,"Temperance Beer Company","Evanston","IL","Greenwood Beach",1982,0.04,NA,"Fruit / Vegetable Beer",12
211,"Temperance Beer Company","Evanston","IL","Gatecrasher",1939,0.066,NA,"English India Pale Ale (IPA)",12
211,"Temperance Beer Company","Evanston","IL","Smittytown",2155,0.048,NA,"Extra Special / Strong Bitter (ESB)",12
212,"Wisconsin Brewing Company","Verona","WI","#003 Brown & Robust Porter",2147,0.052,NA,"American Porter",12
212,"Wisconsin Brewing Company","Verona","WI","#001 Golden Amber Lager",2149,0.055,NA,"American Amber / Red Lager",12
212,"Wisconsin Brewing Company","Verona","WI","#002 American I.P.A.",2148,0.071,60,"American IPA",12
212,"Wisconsin Brewing Company","Verona","WI","#004 Session I.P.A.",2146,0.048,38,"American IPA",12
213,"Crow Peak Brewing Company","Spearfish","SD","Canyon Cream Ale",542,0.055,NA,"Cream Ale",12
213,"Crow Peak Brewing Company","Spearfish","SD","Pile O'Dirt Porter",272,0.069,NA,"American Porter",12
213,"Crow Peak Brewing Company","Spearfish","SD","Easy Livin' Summer Ale",1301,0.045,NA,"American Blonde Ale",12
213,"Crow Peak Brewing Company","Spearfish","SD","11th Hour IPA",271,0.06,NA,"American IPA",12
213,"Crow Peak Brewing Company","Spearfish","SD","Red Water Irish Style Red",2145,0.065,NA,"American Amber / Red Ale",12
213,"Crow Peak Brewing Company","Spearfish","SD","Mjöllnir",1804,0.066,NA,"Herbed / Spiced Beer",12
213,"Crow Peak Brewing Company","Spearfish","SD","Bear Butte Nut Brown Ale",1602,0.055,NA,"American Brown Ale",12
214,"Grapevine Craft Brewery","Farmers Branch","TX","Sir William's English Brown Ale",2127,0.049,21,"English Brown Ale",12
214,"Grapevine Craft Brewery","Farmers Branch","TX","Monarch Classic American Wheat",2129,0.043,21,"American Pale Wheat Ale",12
214,"Grapevine Craft Brewery","Farmers Branch","TX","Lakefire Rye Pale Ale",2126,0.055,35,"American Pale Ale (APA)",12
215,"Buffalo Bayou Brewing Company","Houston","TX","1836",2125,0.06,40,"American Blonde Ale",12
215,"Buffalo Bayou Brewing Company","Houston","TX","Summer's Wit",2124,0.06,20,"Witbier",12
215,"Buffalo Bayou Brewing Company","Houston","TX","More Cowbell",2123,0.09,118,"American Double / Imperial IPA",16
216,"Texian Brewing Co.","Richmond","TX","Brutus",2116,0.071,69,"English India Pale Ale (IPA)",12
216,"Texian Brewing Co.","Richmond","TX","Battle LIne",2118,0.063,23,"American Brown Ale",12
216,"Texian Brewing Co.","Richmond","TX","First Stand",2119,0.055,35,"Saison / Farmhouse Ale",12
216,"Texian Brewing Co.","Richmond","TX","Broken Bridge",2117,0.056,12,"Dunkelweizen",12
217,"Orpheus Brewing","Atlanta","GA","Atalanta",2112,0.053,NA,"Saison / Farmhouse Ale",12
217,"Orpheus Brewing","Atlanta","GA","Lyric Ale",2113,0.065,NA,"Saison / Farmhouse Ale",12
218,"Forgotten Boardwalk","Cherry Hill","NJ","What the Butler Saw",2111,0.05,18,"Witbier",12
218,"Forgotten Boardwalk","Cherry Hill","NJ","1916 Shore Shiver",2110,0.069,65,"American IPA",12
219,"Laughing Dog Brewing Company","Ponderay","ID","Laughing Dog Cream Ale",2108,0.05,12,"Cream Ale",12
219,"Laughing Dog Brewing Company","Ponderay","ID","Two-One Niner",1397,0.048,9,"American Pilsner",12
219,"Laughing Dog Brewing Company","Ponderay","ID","Laughing Dog IPA",1396,0.064,66,"American IPA",12
220,"Bozeman Brewing Company","Bozeman","MT","Bozone Select Amber Ale",470,0.055,NA,"American Amber / Red Ale",12
220,"Bozeman Brewing Company","Bozeman","MT","Plum St. Porter",1573,0.057,52,"American Porter",12
220,"Bozeman Brewing Company","Bozeman","MT","Bozone HopZone IPA",1289,0.07,80,"American IPA",12
220,"Bozeman Brewing Company","Bozeman","MT","Plum St. Porter",2107,0.06,52,"American Porter",12
220,"Bozeman Brewing Company","Bozeman","MT","Bozone Hefe Weizen",1288,0.06,25,"Hefeweizen",12
221,"Big Choice Brewing","Broomfield","CO","Hemlock Double IPA",1762,0.095,104,"American Double / Imperial IPA",12
221,"Big Choice Brewing","Broomfield","CO","West Portal Colorado Common Summer Ale",1422,0.041,NA,"California Common / Steam Beer",16
221,"Big Choice Brewing","Broomfield","CO","Aprè Shred",2104,0.081,17,"American Strong Ale",16
221,"Big Choice Brewing","Broomfield","CO","Disconnected Red",1067,0.067,85,"American Amber / Red Ale",16
222,"Big Storm Brewing Company","Odessa","FL","Arcus IPA",2096,0.069,81,"American IPA",12
222,"Big Storm Brewing Company","Odessa","FL","Wavemaker",2095,0.058,38,"American Amber / Red Ale",12
223,"Carton Brewing Company","Atlantic Highlands","NJ","Monkey Chased the Weasel",1941,0.039,9,"Berliner Weissbier",16
223,"Carton Brewing Company","Atlantic Highlands","NJ","Boat Beer",1439,0.042,35,"American IPA",12
223,"Carton Brewing Company","Atlantic Highlands","NJ","077XX",1940,0.078,80,"American Double / Imperial IPA",16
223,"Carton Brewing Company","Atlantic Highlands","NJ","Epitome",2094,0.099,100,"American Black Ale",16
224,"Midnight Sun Brewing Company","Anchorage","AK","Pleasure Town IPA",1814,0.063,61,"American IPA",12
224,"Midnight Sun Brewing Company","Anchorage","AK","Kodiak Brown Ale",586,0.05,24,"American Brown Ale",12
224,"Midnight Sun Brewing Company","Anchorage","AK","Sockeye Red IPA",434,0.057,70,"American IPA",12
224,"Midnight Sun Brewing Company","Anchorage","AK","Snowshoe White Ale",587,0.048,12,"Witbier",12
224,"Midnight Sun Brewing Company","Anchorage","AK","Pleasure Town",2093,0.063,61,"American IPA",12
225,"Fat Head's Brewery","Middleburg Heights","OH","Trail Head",2089,0.063,55,"American Pale Ale (APA)",12
225,"Fat Head's Brewery","Middleburg Heights","OH","Hop Stalker Fresh Hop IPA",2088,0.07,80,"American IPA",16
226,"Refuge Brewery","Temecula","CA","Blood Orange Wit",2087,0.05,16,"Witbier",16
227,"Chatham Brewing","Chatham","NY","8 Barrel",2080,0.08,69,"American Strong Ale",16
227,"Chatham Brewing","Chatham","NY","Oktoberfest",2079,0.055,40,"Märzen / Oktoberfest",16
228,"DC Brau Brewing Company","Washington","DC","The Corruption",186,0.065,80,"American IPA",12
228,"DC Brau Brewing Company","Washington","DC","Stone of Arbroath",2078,0.08,NA,"Scotch Ale / Wee Heavy",12
228,"DC Brau Brewing Company","Washington","DC","On the Wings of Armageddon",851,0.092,115,"American Double / Imperial IPA",12
228,"DC Brau Brewing Company","Washington","DC","The Tradition",1809,0.05,15,"American Blonde Ale",12
228,"DC Brau Brewing Company","Washington","DC","El Hefe Speaks",1263,0.053,11,"Hefeweizen",12
228,"DC Brau Brewing Company","Washington","DC","Penn Quarter Porter",1092,0.055,NA,"American Porter",12
228,"DC Brau Brewing Company","Washington","DC","The Citizen",185,0.07,NA,"Belgian Pale Ale",12
228,"DC Brau Brewing Company","Washington","DC","The Public",184,0.06,NA,"American Pale Ale (APA)",12
229,"Geneva Lake Brewing Company","Lake Geneva","WI","No Wake IPA",2077,0.072,50,"American IPA",12
229,"Geneva Lake Brewing Company","Lake Geneva","WI","Boathouse Blonde",2076,0.049,15,"American Blonde Ale",12
229,"Geneva Lake Brewing Company","Lake Geneva","WI","Cedar Point",2075,0.05,26,"American Amber / Red Ale",12
230,"Rochester Mills Brewing Company","Rochester","MI","Rochester Red Ale",899,0.059,NA,"American Amber / Red Ale",16
230,"Rochester Mills Brewing Company","Rochester","MI","Pine Knob Pilsner",2074,0.053,NA,"Czech Pilsener",16
230,"Rochester Mills Brewing Company","Rochester","MI","Lazy Daze Lager",1280,0.055,NA,"American Adjunct Lager",16
230,"Rochester Mills Brewing Company","Rochester","MI","Milkshake Stout",363,0.05,NA,"Milk / Sweet Stout",16
230,"Rochester Mills Brewing Company","Rochester","MI","Cal and Co. Black Cherry Porter",1724,NA,NA,"American Porter",16
230,"Rochester Mills Brewing Company","Rochester","MI","Lazy Daze Lager",97,0.055,NA,"American Adjunct Lager",12
230,"Rochester Mills Brewing Company","Rochester","MI","Cornerstone IPA",158,0.07,NA,"American IPA",16
231,"Cape Ann Brewing Company","Gloucester","MA","Fisherman's IPA",2066,0.055,64,"American IPA",12
231,"Cape Ann Brewing Company","Gloucester","MA","Dead-Eye DIPA",2067,0.09,130,"American Double / Imperial IPA",16
231,"Cape Ann Brewing Company","Gloucester","MA","Fisherman's Pils",2065,0.054,35,"German Pilsener",12
231,"Cape Ann Brewing Company","Gloucester","MA","Fisherman's Brew",2064,0.055,30,"American Amber / Red Ale",12
231,"Cape Ann Brewing Company","Gloucester","MA","Imperial Pumpkin Stout",2068,0.099,43,"Pumpkin Ale",16
232,"Borderlands Brewing Company","Tucson","AZ","Noche Dulce",2062,0.071,16,"American Porter",16
233,"College Street Brewhouse and Pub","Lake Havasu City","AZ","Big Blue Van",2061,0.058,NA,"Fruit / Vegetable Beer",16
234,"Joseph James Brewing Company","Henderson","NV","Hop Box Imperial IPA",468,0.093,90,"American Double / Imperial IPA",12
234,"Joseph James Brewing Company","Henderson","NV","Fox Tail Gluten Free Ale",469,0.05,50,"American Pale Ale (APA)",12
234,"Joseph James Brewing Company","Henderson","NV","Weize Guy",2060,0.05,15,"Hefeweizen",12
234,"Joseph James Brewing Company","Henderson","NV","Joseph James American Lager",467,0.052,15,"American Adjunct Lager",12
235,"Harpoon Brewery","Boston","MA","Honey Cider",1558,0.048,NA,"Cider",12
235,"Harpoon Brewery","Boston","MA","UFO Pumpkin",1340,0.059,20,"Pumpkin Ale",12
235,"Harpoon Brewery","Boston","MA","Harpoon Summer Beer",1380,0.05,28,"Kölsch",12
235,"Harpoon Brewery","Boston","MA","Harpoon IPA (2012)",770,0.059,42,"American IPA",12
235,"Harpoon Brewery","Boston","MA","Harpoon IPA",1379,0.059,42,"American IPA",12
235,"Harpoon Brewery","Boston","MA","Harpoon Summer Beer (2010)",192,0.05,28,"Kölsch",12
235,"Harpoon Brewery","Boston","MA","UFO Gingerland",2059,0.052,15,"Herbed / Spiced Beer",12
235,"Harpoon Brewery","Boston","MA","Harpoon Octoberfest",1313,0.055,30,"Märzen / Oktoberfest",12
235,"Harpoon Brewery","Boston","MA","The Long Thaw White IPA",1653,0.062,45,"American White IPA",12
235,"Harpoon Brewery","Boston","MA","Harpoon IPA (2010)",126,0.059,42,"American IPA",12
235,"Harpoon Brewery","Boston","MA","UFO White",610,0.048,10,"American Pale Wheat Ale",12
235,"Harpoon Brewery","Boston","MA","Harpoon Summer Beer (2012)",769,0.05,28,"Kölsch",12
236,"Back East Brewing Company","Bloomfield","CT","Misty Mountain IPA",1132,0.07,NA,"American IPA",12
236,"Back East Brewing Company","Bloomfield","CT","Back East Porter",1483,0.06,NA,"American Porter",12
236,"Back East Brewing Company","Bloomfield","CT","Palate Mallet",2058,0.086,NA,"American Double / Imperial IPA",12
236,"Back East Brewing Company","Bloomfield","CT","Back East Ale",1131,0.05,NA,"American Amber / Red Ale",12
236,"Back East Brewing Company","Bloomfield","CT","Back East Golden Ale",1426,0.049,NA,"American Blonde Ale",12
237,"Champion Brewing Company","Charlottesville","VA","Killer Kolsch",2055,0.05,22,"Kölsch",12
237,"Champion Brewing Company","Charlottesville","VA","Missile IPA",1933,0.07,65,"American IPA",12
237,"Champion Brewing Company","Charlottesville","VA","Black Me Stout",2056,0.06,45,"American Stout",12
237,"Champion Brewing Company","Charlottesville","VA","Stickin' In My Rye",2057,0.07,NA,"Rye Beer",24
238,"Devil's Backbone Brewing Company","Lexington","VA","Striped Bass Pale Ale",1201,0.052,26,"American Pale Ale (APA)",12
238,"Devil's Backbone Brewing Company","Lexington","VA","Bravo Four Point",2051,0.044,45,"American Pale Ale (APA)",12
239,"Newburgh Brewing Company","Newburgh","NY","Cream Ale",2050,0.042,35,"Cream Ale",12
240,"Wiseacre Brewing Company","Memphis","TN","Ananda India Pale Ale",1470,0.062,61,"American IPA",12
240,"Wiseacre Brewing Company","Memphis","TN","Tiny Bomb",1469,0.045,23,"American Pilsner",12
240,"Wiseacre Brewing Company","Memphis","TN","Tarasque",2047,0.059,NA,"Saison / Farmhouse Ale",12
241,"Golden Road Brewing","Los Angeles","CA","Heal the Bay IPA",1399,0.068,65,"American IPA",16
241,"Golden Road Brewing","Los Angeles","CA","Might As Well IPL",2045,0.072,75,"American Pale Lager",16
241,"Golden Road Brewing","Los Angeles","CA","Wolf Among Weeds IPA",1698,0.08,70,"American IPA",16
241,"Golden Road Brewing","Los Angeles","CA","Better Weather IPA",1641,0.094,92,"American IPA",16
241,"Golden Road Brewing","Los Angeles","CA","Saison Pamplemousse",1960,0.058,35,"Saison / Farmhouse Ale",12
241,"Golden Road Brewing","Los Angeles","CA","Get Up Offa That Brown",991,0.055,20,"American Brown Ale",16
241,"Golden Road Brewing","Los Angeles","CA","Point the Way IPA",1490,0.059,60,"American IPA",16
241,"Golden Road Brewing","Los Angeles","CA","Cabrillo Kölsch",1034,0.05,NA,"Kölsch",16
241,"Golden Road Brewing","Los Angeles","CA","Point the Way IPA",1296,0.059,60,"American IPA",12
241,"Golden Road Brewing","Los Angeles","CA","Point the Way IPA (2012)",549,0.059,60,"American IPA",16
241,"Golden Road Brewing","Los Angeles","CA","2020 IPA",1777,0.074,74,"American IPA",16
241,"Golden Road Brewing","Los Angeles","CA","Golden Road Hefeweizen",1489,0.046,15,"Hefeweizen",16
241,"Golden Road Brewing","Los Angeles","CA","Golden Road Hefeweizen (2012)",548,0.046,15,"Hefeweizen",16
241,"Golden Road Brewing","Los Angeles","CA","Burning Bush Smoked IPA",750,0.08,70,"American IPA",16
241,"Golden Road Brewing","Los Angeles","CA","Wolf Among Weeds IPA (2012)",749,0.08,70,"American IPA",16
242,"New Republic Brewing Company","College Station","TX","Skylight",2043,0.056,20,"Dunkelweizen",12
242,"New Republic Brewing Company","College Station","TX","Kadigan",2042,0.056,30,"American Blonde Ale",12
242,"New Republic Brewing Company","College Station","TX","Dammit Jim!",2041,0.052,50,"American Amber / Red Ale",12
243,"Infamous Brewing Company","Austin","TX","Hijack",1774,0.055,20,"Cream Ale",12
243,"Infamous Brewing Company","Austin","TX","Infamous IPA",2038,0.07,75,"American IPA",12
244,"Two Henrys Brewing Company","Plant City","FL","The Gilded Age",2037,0.045,NA,"Munich Helles Lager",12
245,"Lift Bridge Brewing Company","Stillwater","MN","Getaway",2036,0.052,30,"German Pilsener",16
245,"Lift Bridge Brewing Company","Stillwater","MN","Farm Girl Saison",1168,0.06,30,"Saison / Farmhouse Ale",16
246,"Lucky Town Brewing Company","Jackson","MS","Pub Ale",2033,0.038,18,"English Dark Mild Ale",12
246,"Lucky Town Brewing Company","Jackson","MS","Ballistic Blonde",2032,0.051,31,"Belgian Pale Ale",12
247,"Quest Brewing Company","Greenville","SC","Smoking Mirror",2030,0.055,30,"American Porter",12
247,"Quest Brewing Company","Greenville","SC","Golden Fleece",2031,0.045,35,"Belgian Pale Ale",12
248,"Creature Comforts","Athens","GA","Tropicalia",2029,0.065,65,"American IPA",12
248,"Creature Comforts","Athens","GA","Athena",2028,0.045,NA,"Berliner Weissbier",12
249,"Half Full Brewery","Stamford","CT","Pursuit",2026,0.07,40,"American IPA",12
249,"Half Full Brewery","Stamford","CT","Half Full Bright Ale",1361,0.052,18,"American Blonde Ale",12
250,"Southampton Publick House","Southampton","NY","Montauk Light",2024,0.035,NA,"Light Lager",12
251,"Chapman's Brewing","Angola","IN","Pail Ale",2017,0.055,30,"American Pale Ale (APA)",16
251,"Chapman's Brewing","Angola","IN","Ale Cider",2018,0.065,8,"Fruit / Vegetable Beer",16
251,"Chapman's Brewing","Angola","IN","Englishman",2016,0.045,NA,"English Brown Ale",16
251,"Chapman's Brewing","Angola","IN","Enlighten",2019,0.045,NA,"Kölsch",16
252,"Barrio Brewing Company","Tucson","AZ","Barrio Tucson Blonde",1343,0.045,NA,"American Blonde Ale",12
252,"Barrio Brewing Company","Tucson","AZ","Barrio Blanco",2005,0.06,60,"American IPA",12
253,"Santa Cruz Mountain Brewing","Santa Cruz","CA","Giant DIPA",2002,0.089,88,"American Double / Imperial IPA",16
253,"Santa Cruz Mountain Brewing","Santa Cruz","CA","Casinos IPA",1362,0.07,NA,"English India Pale Ale (IPA)",16
253,"Santa Cruz Mountain Brewing","Santa Cruz","CA","Dread Brown Ale",1683,0.054,NA,"American Brown Ale",12
254,"Frankenmuth Brewery","Frankenmuth","MI","Twisted Helles Summer Lager",1208,0.055,18,"Munich Helles Lager",12
254,"Frankenmuth Brewery","Frankenmuth","MI","Batch 69 IPA",1556,0.069,69,"American IPA",12
254,"Frankenmuth Brewery","Frankenmuth","MI","Old Detroit",1998,0.056,NA,"American Amber / Red Ale",12
255,"Meckley's Cidery","Somerset Center","MI","Cherry Bomb",1984,0.069,NA,"Cider",16
255,"Meckley's Cidery","Somerset Center","MI","Bushwhacker Cider",1986,0.069,NA,"Cider",16
255,"Meckley's Cidery","Somerset Center","MI","Weim-R-Iner",1985,0.069,NA,"Cider",16
256,"Stillwater Artisanal Ales","Baltimore","MD","Classique",1344,0.045,NA,"Saison / Farmhouse Ale",12
256,"Stillwater Artisanal Ales","Baltimore","MD","Brontide",1631,0.05,NA,"American Black Ale",12
256,"Stillwater Artisanal Ales","Baltimore","MD","Brontide",1983,0.05,NA,"American Black Ale",12
257,"Finch's Beer Company","Chicago","IL","Nuclear Winter",1663,0.086,NA,"Belgian Strong Dark Ale",16
257,"Finch's Beer Company","Chicago","IL","Cut Throat Pale Ale (2011)",351,0.055,NA,"American Pale Ale (APA)",16
257,"Finch's Beer Company","Chicago","IL","Golden Wing Blonde Ale",350,0.047,NA,"American Blonde Ale",16
257,"Finch's Beer Company","Chicago","IL","Fascist Pig Ale",935,0.08,72,"American Amber / Red Ale",16
257,"Finch's Beer Company","Chicago","IL","Secret Stache Stout",941,0.053,NA,"American Stout",16
257,"Finch's Beer Company","Chicago","IL","Cut Throat Pale Ale",809,0.055,NA,"American Pale Ale (APA)",16
257,"Finch's Beer Company","Chicago","IL","Hardcore Chimera",1981,0.09,NA,"American Double / Imperial IPA",16
257,"Finch's Beer Company","Chicago","IL","Threadless IPA",481,0.075,NA,"American IPA",16
257,"Finch's Beer Company","Chicago","IL","Sobek & Set",1664,0.08,80,"American Black Ale",16
257,"Finch's Beer Company","Chicago","IL","Wet Hot American Wheat Ale",1662,0.05,22,"American Pale Wheat Ale",16
258,"South Austin Brewery","South Austin","TX","Kol' Beer",1969,0.05,22,"Kölsch",16
258,"South Austin Brewery","South Austin","TX","LuckenBock",1972,0.07,18,"Bock",16
258,"South Austin Brewery","South Austin","TX","6 String Saison",1970,0.08,NA,"Saison / Farmhouse Ale",16
258,"South Austin Brewery","South Austin","TX","Texas Pale Ale (TPA)",1971,0.055,40,"American IPA",16
259,"Bauhaus Brew Labs","Minneapolis","MN","Wagon Party",1966,0.054,55,"California Common / Steam Beer",12
259,"Bauhaus Brew Labs","Minneapolis","MN","Stargrazer",1964,0.05,28,"Schwarzbier",12
259,"Bauhaus Brew Labs","Minneapolis","MN","Wonderstuff",1963,0.054,48,"German Pilsener",12
259,"Bauhaus Brew Labs","Minneapolis","MN","Sky-Five",1965,0.067,70,"American IPA",12
260,"Ozark Beer Company","Rogers","AR","Ozark American Pale Ale",1961,0.04,39,"American Pale Ale (APA)",12
261,"Mountain Town Brewing Company ","Mount Pleasant","MI","Train Wreck",1952,0.082,NA,"American Amber / Red Ale",16
262,"Otter Creek Brewing","Waterbury","VT","Overgrown American Pale Ale",1946,0.055,55,"American Pale Ale (APA)",12
263,"The Brewer's Art","Baltimore","MD","Resurrection",94,0.07,NA,"Dubbel",12
263,"The Brewer's Art","Baltimore","MD","Birdhouse Pale Ale",1945,0.05,NA,"Belgian Pale Ale",12
263,"The Brewer's Art","Baltimore","MD","Ozzy",1079,0.073,NA,"Belgian Pale Ale",12
264,"Denver Beer Company","Denver","CO","Incredible Pedal IPA",1944,0.07,NA,"American IPA",12
264,"Denver Beer Company","Denver","CO","Graham Cracker Porter",1943,0.05,NA,"American Porter",12
265,"Ska Brewing Company","Durango","CO","Euphoria Pale Ale",69,0.061,NA,"American Pale Ale (APA)",12
265,"Ska Brewing Company","Durango","CO","ESB Special Ale",68,0.057,58,"Extra Special / Strong Bitter (ESB)",12
265,"Ska Brewing Company","Durango","CO","Estival Cream Stout",1297,0.058,15,"American Stout",12
265,"Ska Brewing Company","Durango","CO","Taster's Choice",1708,0.074,NA,"Doppelbock",12
265,"Ska Brewing Company","Durango","CO","Vernal Minthe Stout",1192,0.058,NA,"American Stout",12
265,"Ska Brewing Company","Durango","CO","Hibernal Vinifera Stout",1013,0.08,NA,"Foreign / Export Stout",12
265,"Ska Brewing Company","Durango","CO","Modus Hoperandi",1521,0.068,65,"American IPA",12
265,"Ska Brewing Company","Durango","CO","Autumnal Molé Stout",774,NA,NA,"American Stout",12
